Text,Language
"في المقابلة نفسها، زعم ويلز أيضًا أن عدد المحررين كان ""مستقرًا ومستدامًا"".",Arabic
"De mätte också artiklarnas neutralitet i form av balansen mellan antal formuleringar som är vanliga bland USA:s demokrater (exempelvis “poor people”, “tax breaks” och “change the rules”) respektive konservativa (“illegal aliens”, “death tax” och “border security”).",Sweedish
Il bibliotecario e consulente per Internet Philip Bradley dichiarò nel 2004 al britannico Guardian di non avere intenzione di utilizzare Wikipedia e di non essere «a conoscenza di un solo bibliotecario che lo farebbe.,Italian
"Tive uma pontuação quase perfeita, a palavra stupendous tem raízes latinas clássicas da palavra que significa.",Portugeese
எந்த கவலையும் இல்லை.,Tamil
ನೀವು ಅದನ್ನು ಪುನರಾವರ್ತಿಸಲು ಮನಸ್ಸು ಮಾಡುತ್ತೀರಾ?,Kannada
Η Βικιπαίδεια και τα αδελφικά της εγχειρήματα διοικούνται από το Ίδρυμα Wikimedia.,Greek
para usar la palabra catch-22.,Spanish
Parecían agradables.,Spanish
plads.,Danish
ये कैसा चल रहा है?। तो आप किसी से मिलते हैं और आप यह कैसे हो रहा है?,Hindi
"Além disso, os princípios editoriais da Wikipédia são dispostos nos chamados ""cinco pilares"" e em numerosas políticas e diretrizes que destinam-se a moldar o conteúdo de forma adequada.",Portugeese
"Oh, es ist so schön, dich zu sehen, es ist schon sehr lange her.",German
Jeg fejlede.,Danish
vacilando.,Spanish
"Ich weiß, ich verstehe, was passiert, ist, dass nur ein paar Worte unser Gehirn umkreisen und wir diese gesamte Unterhaltung mit einfach unglaublich cool oder episch führen müssen.",German
"[nota 1]De acordo com o Alexa, o subdomínio anglófono recebe 56,7% do tráfego acumulado da Wikipédia, com o restante dividido entre as outras línguas (seguido do em espanhol: 8%, em japonês: 7,8%, em russo: 5,8%, em alemão: 4,3%).",Portugeese
[20] أعلن ويلز بعد ذلك أن ويكيبيديا لن تعرض إعلانات، وغيرت مجال ويكيبيديا من Wikipedia.com إلى Wikipedia.org.,Arabic
Questo premio fu accompagnato da un finanziamento di 10.000 euro e da un invito a presenziare al PAE Cyberarts Festival di quell'anno.,Italian
"அமெரிக்கர்கள் பயன்படுத்தும் மற்றொரு சொற்றொடர் ஓ மோசமானது, அதை விளக்குகிறது.",Tamil
"[45]​ En 2007 la versión en inglés superó los 2 millones de artículos, convirtiéndose en la enciclopedia con mayor número de artículos de la historia y superando en ese aspecto a la Yongle Dadian de 1407, que sostuvo el récord durante varios siglos.",Spanish
"En 2003 se adoptó por concurso internacional el dibujo de una esfera incompleta, conocida como globo-rompecabezas, compuesta por piezas de un rompecabezas de varios colores, con enlaces en azul pertenecientes a distintas escrituras del mundo, simbolizando así la condición de «obra en construcción» que tiene Wikipedia.",Spanish
con reparar algo.,Spanish
i'm afraid i disagree.,English
هل يمكنك تكراره لأنني لم أفهم الكلمة الأخيرة إذا كان يريد من شخص ما أن يكرر العبارة بأكملها مرة أخرى.,Arabic
как насчет мороженого?,Russian
"was bedeutet, was die Person auffordert, noch einmal zu wiederholen?",German
[72] وفقًا للقواعد الموجودة في ويكيبيديا الإنجليزية، يجب أن يكون كل إدخال في ويكيبيديا حول موضوع موسوعي وليس إدخال قاموس أو نمط قاموس.,Arabic
her şey yolunda giderse daha önce onları büyütmek için neler yaptın?,Turkish
Lo siento.,Spanish
"si quelque chose vous surprend, vous pouvez aussi dire que vous vous moquez de moi comme oh mon dieu.",French
"о, мама, я так тебя люблю, и ты была правильной внешностью, и богатство - это еще не все, золотой хлеб был бесполезен, потому что я не мог есть его и этого человека, хотя.",Russian
"എനിക്ക് വിശ്വസിക്കാൻ കഴിയില്ല, ആരോടെങ്കിലും പുഞ്ചിരിക്കാനും സന്തോഷമായിരിക്കാനും നിങ്ങൾ എന്നെ കളിയാക്കണം, നിങ്ങൾക്ക് എല്ലായ്പ്പോഴും ഉത്സാഹം പറയാം.",Malayalam
bir sorudan kaçınmak.,Turkish
"üzgünüm, şu anda yapamam.",Turkish
"bu harika bir şaka, bu yüzden bu iyi bir cümle.",Turkish
i'm not interested.,English
Википедия выиграла две крупные награды в мае 2004 года[130].,Russian
மூன்று நீங்கள் என்ன செய்து கொண்டிருக்கிறீர்கள் என்று கேட்க விரும்பினால்.,Tamil
A maggio 2017 sono presenti 296 diverse edizioni linguistiche di Wikipedia (di cui 285 attive).,Italian
مرحباً ، لماذا لا تتسكع معنا ، يمكنك أن تقول لهم إنني آسف جدًا ولكني غارق في العمل أو أنني غارق في بعض الكلمات الأخرى التي يمكنك استخدامها بدلاً من الغرق ، هل لدي الكثير لكى يفعل.,Arabic
"Sinceramente, no creo que vaya a funcionar.",Spanish
another way to tell the person to not be upset is you can say things happen like it's okay.,English
"Меня напугала другая фраза, которую носители языка используют для вас, и она может быть как положительной, так и отрицательной, когда вы говорите, что меня повысили, и если они говорят, что вам хорошо, например, поздравления, а иногда, если вы говорите, будто я ухожу отсюда.",Russian
"No podría importarme menos si alguien te pregunta algo y esta es una decisión realmente fácil para ti, como si alguien te dijera que tomaras mi millón de dólares y tú dices que esto es una obviedad.",Spanish
perdon por interrumpirte.,Spanish
oh my god.,English
"Фонд, поддерживаемые им проекты и глобальное сообщество добровольных редакторов образуют Движение Викимедиа.",Russian
ബുഷ്.,Malayalam
kunde inte.,Sweedish
Otras palabras que puede usar en lugar de desconcertar están desconcertado o desconcertado.,Spanish
Humans employ nature for both leisure and economic activities.,English
"In April 2005, a Lucene extension[233][234] was added to MediaWiki's built-in search and Wikipedia switched from MySQL to Lucene for searching.",English
sont disponibles sous diverses licences[f].,French
"Efter att Wikipedia gick över helt till https-kryptering blev det tekniskt mycket svårt för internetleverantörer att filtrera specifika sidor, och dessa länder hävde då filtreringen.",Sweedish
"Wenn du willst, dass jemand nur so klingt, als würde er weinen und sich über etwas beschweren, das nicht passiert, kannst du sagen, komm, ich kann es tun, ich?",German
"I compiti dell'apprendimento automatico vengono tipicamente classificati in tre ampie categorie, a seconda della natura del ""segnale"" utilizzato per l'apprendimento o del ""feedback"" disponibile al sistema di apprendimento.",Italian
"bueno, solo puedes responder, no puedo quejarme, todo es realmente genial.",Spanish
"Le critiche più frequenti riguardano una mancanza di affidabilità, conoscenza e autorevolezza.",Italian
qualcuno è impegnato puoi sempre chiedere scusa per il disturbo e poi puoi andare avanti e chiedere.,Italian
"""[215] Following the complaint by Sanger, Wales deleted sexual images without consulting the community.",English
está bien.,Spanish
"En Chine, le moteur de recherche Baidu a ouvert l'encyclopédie en ligne Baidu Baike le 20 avril 2006.",French
An editor is considered active if they have made one or more edits in the past 30 days.,English
Sedan har man från de utvalda diskussionssidorna riktat in sig på kritiska sektioner genom att välja redigeringar under en tidsperiod då det var både många redigeringar på artikelsidan såväl som på diskussionssidan.,Sweedish
[135]​ A algunos usuarios que ya llevan un cierto tiempo editando en Wikipedia sin problemas se les asigna la categoría de autoconfirmados; sus ediciones aparecen en la página de cambios recientes con un fondo diferente al del resto de los usuarios.,Spanish
"[26] Outra pesquisa de 2011 realizada pelo ForeSee Results e divulgada pela CNET mostrou que, em uma escala de satisfação de 0 a 100, os internautas atribuíram 78 pontos à Wikipédia, um resultado maior que o de outros sites consagrados, como YouTube e Facebook.",Portugeese
"इस दुनिया में कोई भी किसी भी विषय के बारे में कुछ भी लिख सकता है, इसलिए आप जानते हैं कि आपको सर्वोत्तम संभव जानकारी मिल रही है।"" कुछ चयनित विकिपीडिया की नीतियों जैसे xkcd स्ट्रिप को ""विकिपिडियन प्रोटेस्टर"" नाम दिया गया है। अप्रैल 2008 में डच फिल्म निर्माता एईजेसब्रांड वॉन वीलेन ने अपने 45 मिनट के टेलीविजन वृत्तचित्र ""द ट्रुथ अकार्डिंग टु विकिपीडिया"" का प्रसारण किया।[152] विकिपीडिया के बारे में एक और वृत्तचित्र शीर्षक "" ट्रुथ इन नंबर्स: द विकिपीडिया स्टोरी"" 2009 प्रदर्शन के लिए निर्धारित है। कई महाद्वीपों पर शूट की गयी, यह फिल्म विकिपीडिया के इतिहास और दुनिया भर में विकिपीडिया के संपादकों के साथ किये गए साक्षात्कारों को कवर करेगी। [153][154] 28 सितंबर 2007 को, इतालवी राजनीतिज्ञ फ्रेंको ग्रिल्लिनी ने चित्रमाला की स्वतंत्रता की आवश्यकता के बारे में सांस्कृतिक संसाधन और गतिविधियों के मंत्री के सम्नाक्ष संसदीय प्रश्न उठाया। उन्होंने कहा कि ऐसी आजादी की कमी विकिपीडिया पर दबाव बनाती है,"" जो सातवीं ऐसी वेबसाईट है जिस पर लोग विजित करते हैं"" यह आधुनिक इतालवी इमारतों और कला की सभी छवियों पर रोक लगाती है और दावा किया कि इसने पर्यटन राजस्व को बेहद क्षति पहुँचायी है। 
[155] 16 सितंबर 2007 को द वाशिंगटन पोस्ट ने सूचना दी कि विकिपीडिया 2008 अमेरिकी चुनाव अभियान में एक केंद्र बिन्दु बन गया, इसके अनुसार ""जब आप गूगल में उम्मीदवार का नाम टाइप करते हैं, एक विकिपीडिया पृष्ठ ही पहला परिणाम होता है, यह इन प्रविष्टियों को उतना ही महत्वपूर्ण बनता है जितना कि एक उम्मीदवार को परिभाषित करना.",Hindi
